"Hyperparameters: —episodes 1e5 —seed 25 —learn_rate 0.01— e_init 1 —e_final 0 —discount 0.95
slippery = False",,
episode_num,total_reward,episode_length
1632,0.0,5
1633,0.0,14
1634,0.0,10
1635,0.0,6
1636,0.0,20
1637,0.0,2
1638,0.0,2
1639,0.0,13
1640,0.0,5
1641,0.0,21
1642,0.0,8
1643,0.0,10
1644,0.0,9
1645,0.0,5
1646,0.0,18
1647,0.0,7
1648,0.0,8
1649,0.0,12
1650,0.0,7
1651,0.0,7
1652,0.0,2
1653,0.0,7
1654,0.0,3
1655,0.0,5
1656,0.0,7
1657,0.0,2
1658,0.0,2
1659,0.0,8
1660,0.0,8
1661,0.0,3
1662,0.0,4
1663,0.0,8
1664,0.0,6
1665,0.0,2
1666,0.0,8
1667,0.0,24
1668,0.0,2
1669,0.0,15
1670,0.0,2
1671,0.0,6
1672,0.0,3
1673,0.0,6
1674,0.0,4
1675,0.0,4
1676,0.0,6
1677,0.0,4
1678,0.0,10
1679,0.0,5
1680,0.0,11
1681,0.0,6
1682,0.0,7
1683,0.0,13
1684,0.0,3
1685,0.0,11
1686,0.0,15
1687,0.0,11
1688,0.0,8
1689,0.0,7
1690,0.0,3
1691,0.0,6
1692,0.0,8
1693,0.0,4
1694,0.0,20
1695,0.0,5
1696,0.0,16
1697,0.0,8
1698,0.0,7
1699,1.0,15
1700,0.0,9
1701,0.0,2
1702,0.0,3
1703,0.0,3
1704,0.0,10
1705,0.0,7
1706,0.0,5
1707,0.0,6
1708,0.0,9
1709,0.0,3
1710,0.0,9
1711,0.0,14
1712,0.0,4
1713,0.0,18
1714,0.0,2
1715,0.0,4
1716,0.0,4
1717,0.0,2
1718,0.0,9
1719,0.0,13
1720,0.0,8
1721,1.0,11
1722,0.0,6
1723,0.0,12
1724,0.0,16
1725,0.0,3
1726,0.0,2
1727,0.0,24
1728,0.0,9
1729,0.0,11
1730,0.0,7
1731,0.0,5
1732,0.0,10
1733,0.0,8
1734,0.0,9
1735,0.0,8
1736,0.0,2
1737,0.0,10
1738,0.0,2
1739,0.0,11
1740,0.0,6
1741,0.0,6
1742,0.0,17
1743,0.0,28
1744,0.0,2
1745,0.0,9
1746,0.0,5
1747,0.0,4
1748,0.0,4
1749,0.0,4
1750,0.0,10
1751,0.0,19
1752,0.0,7
1753,0.0,2
1754,0.0,14
1755,0.0,4
1756,0.0,19
1757,0.0,7
1758,0.0,3
1759,0.0,4
1760,0.0,10
1761,0.0,4
1762,0.0,4
1763,0.0,8
1764,0.0,11
1765,0.0,4
1766,0.0,3
1767,0.0,12
1768,0.0,5
1769,0.0,10
1770,0.0,7
1771,0.0,5
1772,0.0,6
1773,0.0,10
1774,0.0,16
1775,0.0,2
1776,0.0,5
1777,0.0,8
1778,0.0,18
1779,0.0,8
1780,0.0,3
1781,0.0,11
1782,0.0,16
1783,0.0,5
1784,0.0,23
1785,0.0,2
1786,0.0,4
1787,0.0,3
1788,0.0,6
1789,0.0,2
1790,0.0,3
1791,0.0,10
1792,0.0,6
1793,0.0,18
1794,0.0,9
1795,0.0,4
1796,0.0,7
1797,0.0,5
1798,0.0,5
1799,0.0,20
1800,0.0,3
1801,0.0,4
1802,0.0,2
1803,0.0,5
1804,0.0,5
1805,0.0,9
1806,0.0,8
1807,0.0,2
1808,0.0,11
1809,0.0,12
1810,0.0,7
1811,0.0,17
1812,0.0,12
1813,0.0,6
1814,0.0,6
1815,0.0,18
1816,0.0,8
1817,0.0,10
1818,0.0,3
1819,0.0,5
1820,0.0,14
1821,0.0,8
1822,0.0,7
1823,0.0,3
1824,0.0,8
1825,0.0,4
1826,0.0,11
1827,0.0,3
1828,0.0,7
1829,0.0,3
1830,0.0,4
1831,0.0,8
1832,0.0,8
1833,0.0,3
1834,0.0,3
1835,0.0,2
1836,0.0,3
1837,0.0,4
1838,0.0,10
1839,0.0,5
1840,0.0,4
1841,0.0,4
1842,0.0,6
1843,0.0,12
1844,0.0,11
1845,0.0,5
1846,0.0,3
1847,0.0,5
1848,0.0,6
1849,0.0,2
1850,0.0,6
1851,0.0,16
1852,0.0,2
1853,0.0,10
1854,0.0,3
1855,0.0,10
1856,0.0,3
1857,0.0,3
1858,0.0,11
1859,0.0,13
1860,0.0,5
1861,0.0,2
1862,0.0,34
1863,0.0,9
1864,0.0,17
1865,0.0,17
1866,0.0,4
1867,0.0,3
1868,0.0,5
1869,0.0,17
1870,0.0,7
1871,0.0,6
1872,1.0,14
1873,0.0,20
1874,0.0,17
1875,0.0,3
1876,0.0,8
1877,0.0,2
1878,0.0,3
1879,0.0,4
1880,0.0,4
1881,0.0,9
1882,0.0,9
1883,0.0,14
1884,0.0,7
1885,0.0,8
1886,0.0,12
1887,0.0,8
1888,0.0,3
1889,0.0,8
1890,0.0,2
1891,0.0,13
1892,0.0,3
1893,0.0,6
1894,0.0,2
1895,0.0,2
1896,0.0,5
1897,0.0,8
1898,0.0,5
1899,0.0,6
1900,0.0,9
1901,0.0,7
1902,0.0,5
1903,0.0,2
1904,0.0,5
1905,0.0,5
1906,0.0,5
1907,0.0,3
1908,0.0,4
1909,0.0,8
1910,0.0,4
1911,0.0,13
1912,0.0,2
1913,0.0,8
1914,0.0,26
1915,0.0,3
1916,0.0,8
1917,0.0,6
1918,0.0,6
1919,0.0,6
1920,0.0,17
1921,0.0,6
1922,0.0,8
1923,0.0,2
1924,0.0,19
1925,0.0,4
1926,0.0,12
1927,0.0,12
1928,0.0,6
1929,0.0,9
1930,0.0,24
1931,0.0,2
1932,0.0,15
1933,0.0,10
1934,0.0,9
1935,0.0,6
1936,0.0,7
1937,0.0,11
1938,0.0,6
1939,0.0,6
1940,0.0,4
1941,0.0,3
1942,0.0,13
1943,0.0,16
1944,0.0,3
1945,0.0,4
1946,0.0,4
1947,0.0,2
1948,0.0,20
1949,0.0,2
1950,0.0,11
1951,0.0,7
1952,0.0,16
1953,0.0,7
1954,0.0,7
1955,0.0,4
1956,0.0,2
1957,0.0,4
1958,0.0,6
1959,0.0,4
1960,0.0,7
1961,0.0,3
1962,0.0,3
1963,0.0,4
1964,0.0,29
1965,0.0,7
1966,0.0,4
1967,0.0,6
1968,0.0,8
1969,0.0,11
1970,0.0,2
1971,0.0,4
1972,0.0,3
1973,0.0,2
1974,0.0,7
1975,0.0,5
1976,0.0,11
1977,0.0,2
1978,0.0,2
1979,0.0,9
1980,0.0,10
1981,0.0,9
1982,0.0,21
1983,0.0,18
1984,0.0,3
1985,0.0,21
1986,0.0,7
1987,0.0,9
1988,0.0,7
1989,0.0,5
1990,0.0,2
1991,0.0,3
1992,0.0,2
1993,0.0,12
1994,0.0,8
1995,0.0,2
1996,0.0,6
1997,0.0,13
1998,0.0,3
1999,0.0,9
2000,0.0,8
2001,0.0,2
2002,0.0,12
2003,0.0,2
2004,0.0,4
2005,0.0,13
2006,0.0,5
2007,0.0,4
2008,0.0,3
2009,0.0,2
2010,0.0,13
2011,0.0,2
2012,0.0,7
2013,0.0,7
2014,0.0,6
2015,0.0,3
2016,0.0,5
2017,0.0,9
2018,0.0,6
2019,0.0,4
2020,0.0,15
2021,0.0,3
2022,0.0,6
2023,0.0,5
2024,0.0,2
2025,0.0,3
2026,0.0,2
2027,0.0,2
2028,0.0,5
2029,0.0,5
2030,0.0,4
2031,0.0,5
2032,0.0,15
2033,0.0,13
2034,0.0,4
2035,0.0,7
2036,0.0,8
2037,0.0,3
2038,0.0,9
2039,0.0,4
2040,0.0,9
2041,0.0,3
2042,0.0,7
2043,0.0,5
2044,0.0,9
2045,0.0,3
2046,0.0,11
2047,0.0,5
2048,0.0,16
2049,0.0,11
2050,0.0,6
2051,0.0,11
2052,0.0,10
2053,0.0,25
2054,0.0,3
2055,0.0,2
2056,0.0,28
2057,0.0,5
2058,0.0,9
2059,0.0,9
2060,0.0,4
2061,0.0,10
2062,0.0,2
2063,0.0,8
2064,0.0,11
2065,0.0,24
2066,0.0,13
2067,0.0,2
2068,0.0,7
2069,0.0,3
2070,0.0,5
2071,0.0,5
2072,0.0,3
2073,0.0,6
2074,0.0,6
2075,0.0,6
2076,0.0,13
2077,0.0,22
2078,0.0,19
2079,0.0,10
2080,0.0,4
2081,1.0,25
2082,0.0,16
2083,0.0,7
2084,0.0,10
2085,0.0,7
2086,0.0,11
2087,0.0,4
2088,0.0,11
2089,0.0,6
2090,0.0,3
2091,0.0,3
2092,0.0,19
2093,0.0,6
2094,0.0,14
2095,0.0,4
2096,0.0,11
2097,0.0,11
2098,0.0,3
2099,0.0,6
2100,0.0,24
2101,0.0,12
2102,0.0,13
2103,0.0,8
2104,0.0,3
2105,0.0,6
2106,0.0,14
2107,0.0,8
2108,0.0,14
2109,0.0,13
2110,0.0,9
2111,0.0,11
2112,0.0,6
2113,0.0,10
2114,1.0,6
2115,0.0,3
2116,0.0,8
2117,0.0,2
2118,0.0,5
2119,0.0,19
2120,0.0,15
2121,0.0,16
2122,0.0,10
2123,0.0,3
2124,0.0,3
2125,0.0,6
2126,0.0,10
2127,0.0,9
2128,0.0,6
2129,0.0,3
2130,0.0,10
2131,0.0,3
2132,0.0,4
2133,0.0,10
2134,0.0,3
2135,0.0,7
2136,0.0,4
2137,0.0,6
2138,0.0,3
2139,0.0,13
2140,0.0,4
2141,0.0,18
2142,0.0,4
2143,0.0,11
2144,0.0,10
2145,0.0,5
2146,0.0,3
2147,0.0,6
2148,0.0,2
2149,0.0,9
2150,0.0,3
2151,0.0,4
2152,0.0,4
2153,0.0,6
2154,0.0,19
2155,0.0,7
2156,0.0,19
2157,0.0,34
2158,0.0,20
2159,0.0,5
2160,0.0,6
2161,0.0,9
2162,0.0,3
2163,0.0,6
2164,0.0,2
2165,0.0,2
2166,0.0,4
2167,0.0,9
2168,0.0,10
2169,0.0,7
2170,0.0,4
2171,0.0,4
2172,0.0,10
2173,0.0,10
2174,0.0,4
2175,0.0,13
2176,0.0,2
2177,1.0,24
2178,0.0,4
2179,0.0,16
2180,0.0,15
2181,0.0,5
2182,0.0,14
2183,0.0,13
2184,0.0,3
2185,0.0,12
2186,0.0,5
2187,0.0,3
2188,0.0,6
2189,0.0,2
2190,0.0,9
2191,0.0,2
2192,0.0,7
2193,0.0,6
2194,0.0,23
2195,0.0,5
2196,0.0,6
2197,0.0,7
2198,0.0,16
2199,0.0,13
2200,0.0,8
2201,0.0,6
2202,0.0,22
2203,0.0,6
2204,0.0,3
2205,0.0,4
2206,0.0,3
2207,0.0,6
2208,0.0,9
2209,0.0,11
2210,0.0,10
2211,0.0,15
2212,0.0,10
2213,0.0,2
2214,0.0,3
2215,0.0,8
2216,0.0,3
2217,0.0,16
2218,0.0,5
2219,0.0,9
2220,0.0,8
2221,0.0,3
2222,0.0,4
2223,0.0,8
2224,0.0,19
2225,0.0,5
2226,0.0,6
2227,0.0,5
2228,0.0,5
2229,0.0,3
2230,0.0,11
2231,0.0,3
2232,0.0,7
2233,0.0,2
2234,0.0,13
2235,0.0,2
2236,0.0,9
2237,0.0,9
2238,0.0,2
2239,0.0,2
2240,0.0,9
2241,0.0,2
2242,0.0,4
2243,0.0,4
2244,0.0,9
2245,0.0,6
2246,0.0,8
2247,0.0,7
2248,0.0,5
2249,0.0,2
2250,0.0,9
2251,0.0,18
2252,0.0,3
2253,0.0,9
2254,0.0,2
2255,0.0,7
2256,0.0,2
2257,0.0,2
2258,0.0,9
2259,0.0,4
2260,0.0,8
2261,0.0,10
2262,0.0,13
2263,0.0,8
2264,0.0,3
2265,0.0,11
2266,0.0,6
2267,0.0,2
2268,0.0,15
2269,0.0,3
2270,0.0,13
2271,0.0,7
2272,0.0,7
2273,0.0,6
2274,0.0,5
2275,0.0,3
2276,0.0,11
2277,0.0,3
2278,0.0,16
2279,0.0,6
2280,0.0,4
2281,0.0,7
2282,0.0,11
2283,0.0,7
2284,0.0,2
2285,0.0,15
2286,0.0,12
2287,0.0,4
2288,0.0,13
2289,0.0,16
2290,0.0,7
2291,0.0,21
2292,0.0,7
2293,0.0,2
2294,0.0,3
2295,0.0,4
2296,0.0,12
2297,0.0,4
2298,0.0,9
2299,0.0,3
2300,0.0,8
2301,0.0,9
2302,0.0,5
2303,0.0,18
2304,0.0,4
2305,0.0,7
2306,0.0,5
2307,0.0,10
2308,0.0,7
2309,0.0,5
2310,0.0,10
2311,0.0,5
2312,0.0,8
2313,0.0,2
2314,0.0,4
2315,0.0,5
2316,0.0,21
2317,0.0,3
2318,0.0,12
2319,0.0,2
2320,0.0,7
2321,0.0,6
2322,0.0,6
2323,0.0,3
2324,0.0,3
2325,0.0,6
2326,1.0,9
2327,0.0,10
2328,0.0,6
2329,0.0,5
2330,0.0,5
2331,0.0,10
2332,0.0,18
2333,0.0,10
2334,0.0,3
2335,0.0,13
2336,0.0,5
2337,1.0,11
2338,0.0,12
2339,0.0,6
2340,0.0,7
2341,0.0,12
2342,0.0,4
2343,0.0,9
2344,0.0,6
2345,0.0,9
2346,0.0,5
2347,0.0,15
2348,0.0,4
2349,0.0,5
2350,0.0,5
2351,0.0,2
2352,0.0,6
2353,0.0,7
2354,0.0,2
2355,0.0,5
2356,0.0,9
2357,0.0,7
2358,0.0,22
2359,0.0,9
2360,0.0,4
2361,0.0,15
2362,0.0,11
2363,0.0,3
2364,0.0,6
2365,0.0,4
2366,0.0,2
2367,0.0,7
2368,0.0,3
2369,0.0,3
2370,0.0,4
2371,0.0,5
2372,0.0,11
2373,0.0,10
2374,0.0,3
2375,0.0,5
2376,0.0,4
2377,0.0,9
2378,0.0,5
2379,0.0,4
2380,0.0,2
2381,0.0,9
2382,0.0,3
2383,0.0,5
2384,0.0,14
2385,0.0,18
2386,0.0,4
2387,0.0,6
2388,0.0,3
2389,0.0,22
2390,0.0,8
2391,0.0,5
2392,0.0,7
2393,0.0,10
2394,0.0,3
2395,0.0,9
2396,0.0,17
2397,0.0,6
2398,0.0,5
2399,0.0,18
2400,0.0,8
2401,0.0,7
2402,0.0,5
2403,0.0,5
2404,0.0,10
2405,0.0,6
2406,0.0,7
2407,0.0,45
2408,0.0,2
2409,0.0,7
2410,0.0,4
2411,0.0,10
2412,0.0,18
2413,0.0,6
2414,0.0,2
2415,1.0,16
2416,0.0,6
2417,0.0,13
2418,0.0,8
2419,0.0,6
2420,0.0,18
2421,0.0,2
2422,0.0,6
2423,0.0,7
2424,0.0,3
2425,0.0,8
2426,0.0,6
2427,0.0,14
2428,0.0,12
2429,0.0,5
2430,0.0,24
2431,0.0,2
2432,0.0,8
2433,0.0,9
2434,0.0,7
2435,0.0,5
2436,0.0,2
2437,0.0,5
2438,0.0,7
2439,0.0,10
2440,0.0,5
2441,0.0,10
2442,0.0,12
2443,0.0,2
2444,0.0,6
2445,0.0,4
2446,0.0,15
2447,0.0,4
2448,0.0,5
2449,0.0,5
2450,0.0,7
2451,0.0,11
2452,0.0,10
2453,0.0,7
2454,1.0,11
2455,0.0,10
2456,0.0,4
2457,1.0,15
2458,0.0,8
2459,0.0,4
2460,0.0,3
2461,0.0,5
2462,0.0,10
2463,0.0,7
2464,0.0,8
2465,0.0,3
2466,0.0,25
2467,0.0,3
2468,0.0,2
2469,0.0,10
2470,0.0,6
2471,0.0,4
2472,0.0,12
2473,0.0,34
2474,0.0,2
2475,0.0,4
2476,0.0,3
2477,0.0,2
2478,0.0,2
2479,0.0,8
2480,1.0,8
2481,0.0,14
2482,0.0,2
2483,0.0,6
2484,0.0,3
2485,0.0,13
2486,0.0,12
2487,0.0,7
2488,0.0,7
2489,0.0,5
2490,0.0,6
2491,0.0,13
2492,0.0,19
2493,0.0,7
2494,0.0,3
2495,0.0,8
2496,0.0,3
2497,0.0,3
2498,0.0,4
2499,0.0,11
2500,0.0,2
2501,0.0,5
2502,0.0,15
2503,0.0,4
2504,0.0,3
2505,0.0,13
2506,0.0,4
2507,0.0,2
2508,0.0,2
2509,0.0,14
2510,0.0,13
2511,0.0,15
2512,0.0,4
2513,0.0,3
2514,0.0,2
2515,0.0,3
2516,0.0,7
2517,0.0,5
2518,0.0,4
2519,0.0,6
2520,0.0,28
2521,0.0,15
2522,0.0,10
2523,0.0,13
2524,0.0,11
2525,0.0,8
2526,0.0,6
2527,0.0,10
2528,0.0,2
2529,0.0,2
2530,0.0,2
2531,0.0,2
2532,0.0,11
2533,0.0,3
2534,0.0,4
2535,0.0,10
2536,0.0,2
2537,0.0,33
2538,0.0,6
2539,0.0,5
2540,0.0,3
2541,0.0,14
2542,0.0,5
2543,0.0,5
2544,0.0,5
2545,0.0,4
2546,0.0,10
2547,0.0,5
2548,0.0,12
2549,0.0,2
2550,0.0,25
2551,0.0,11
2552,0.0,5
2553,0.0,5
2554,0.0,2
2555,0.0,3
2556,0.0,4
2557,0.0,13
2558,0.0,5
2559,0.0,3
2560,0.0,14
2561,0.0,14
2562,0.0,2
2563,0.0,9
2564,0.0,2
2565,0.0,10
2566,0.0,7
2567,0.0,3
2568,0.0,4
2569,0.0,2
2570,0.0,5
2571,0.0,4
2572,0.0,4
2573,0.0,13
2574,0.0,9
2575,0.0,2
2576,0.0,6
2577,0.0,8
2578,0.0,4
2579,0.0,5
2580,0.0,19
2581,0.0,3
2582,0.0,3
2583,0.0,9
2584,0.0,4
2585,0.0,5
2586,0.0,9
2587,0.0,3
2588,0.0,2
2589,0.0,3
2590,0.0,5
2591,0.0,6
2592,0.0,3
2593,0.0,7
2594,0.0,10
2595,0.0,10
2596,0.0,6
2597,0.0,4
2598,0.0,14
2599,0.0,3
2600,0.0,3
2601,0.0,2
2602,0.0,19
2603,0.0,16
2604,0.0,3
2605,0.0,19
2606,0.0,13
2607,0.0,15
2608,0.0,12
2609,0.0,20
2610,0.0,4
2611,0.0,2
2612,0.0,2
2613,0.0,6
2614,0.0,2
2615,0.0,15
2616,0.0,9
2617,1.0,12
2618,0.0,26
2619,0.0,10
2620,1.0,16
2621,0.0,3
2622,0.0,10
2623,0.0,5
2624,0.0,2
2625,0.0,6
2626,0.0,10
2627,0.0,6
2628,1.0,10
2629,0.0,9
2630,0.0,32
2631,0.0,21
2632,0.0,2
2633,0.0,2
2634,0.0,4
2635,0.0,10
2636,0.0,6
2637,0.0,7
2638,0.0,7
2639,0.0,5
2640,0.0,2
2641,0.0,5
2642,0.0,13
2643,0.0,9
2644,0.0,3
2645,0.0,7
2646,0.0,4
2647,0.0,10
2648,0.0,3
2649,0.0,13
2650,0.0,10
2651,0.0,3
2652,0.0,4
2653,0.0,4
2654,0.0,4
2655,0.0,18
2656,0.0,4
2657,0.0,7
2658,0.0,5
2659,0.0,4
2660,0.0,28
2661,0.0,2
2662,0.0,17
2663,0.0,2
2664,0.0,7
2665,0.0,18
2666,0.0,4
2667,0.0,10
2668,0.0,13
2669,0.0,11
2670,0.0,9
2671,0.0,2
2672,0.0,7
2673,0.0,5
2674,0.0,11
2675,1.0,12
2676,0.0,8
2677,0.0,11
2678,0.0,8
2679,0.0,14
2680,0.0,7
2681,0.0,10
2682,0.0,7
2683,0.0,2
2684,0.0,7
2685,0.0,16
2686,0.0,8
2687,0.0,2
2688,0.0,3
2689,0.0,7
2690,0.0,9
2691,0.0,12
2692,0.0,3
2693,0.0,3
2694,0.0,3
2695,0.0,3
2696,0.0,2
2697,0.0,6
2698,0.0,8
2699,0.0,20
2700,0.0,5
2701,0.0,7
2702,0.0,2
2703,0.0,8
2704,0.0,2
2705,0.0,11
2706,0.0,3
2707,0.0,6
2708,0.0,9
2709,0.0,7
2710,0.0,12
2711,0.0,7
2712,0.0,5
2713,0.0,3
2714,1.0,10
2715,0.0,7
2716,0.0,5
2717,0.0,16
2718,0.0,7
2719,0.0,6
2720,0.0,2
2721,0.0,2
2722,0.0,3
2723,0.0,6
2724,0.0,11
2725,0.0,5
2726,0.0,3
2727,0.0,12
2728,0.0,10
2729,0.0,6
2730,0.0,2
2731,0.0,3
2732,0.0,12
2733,0.0,11
2734,0.0,11
2735,0.0,6
2736,0.0,5
2737,0.0,7
2738,0.0,6
2739,0.0,3
2740,0.0,8
2741,0.0,23
2742,0.0,12
2743,1.0,32
2744,0.0,4
2745,0.0,8
2746,0.0,2
2747,0.0,8
2748,0.0,4
2749,0.0,3
2750,0.0,6
2751,1.0,11
2752,0.0,3
2753,0.0,7
2754,0.0,10
2755,0.0,4
2756,0.0,2
2757,0.0,13
2758,0.0,3
2759,0.0,2
2760,0.0,17
2761,0.0,6
2762,0.0,3
2763,0.0,30
2764,0.0,13
2765,0.0,11
2766,0.0,10
2767,0.0,16
2768,0.0,7
2769,0.0,3
2770,0.0,8
2771,0.0,3
2772,0.0,3
2773,0.0,7
2774,0.0,13
2775,0.0,6
2776,0.0,13
2777,0.0,34
2778,0.0,2
2779,0.0,4
2780,0.0,3
2781,0.0,6
2782,0.0,7
2783,0.0,3
2784,0.0,6
2785,0.0,5
2786,0.0,7
2787,0.0,11
2788,0.0,2
2789,0.0,3
2790,0.0,6
2791,0.0,4
2792,0.0,13
2793,1.0,18
2794,0.0,15
2795,0.0,17
2796,0.0,11
2797,0.0,12
2798,0.0,15
2799,0.0,10
2800,0.0,9
2801,0.0,4
2802,0.0,18
2803,0.0,17
2804,0.0,2
2805,0.0,8
2806,0.0,13
2807,0.0,6
2808,0.0,15
2809,0.0,11
2810,0.0,5
2811,0.0,7
2812,0.0,16
2813,0.0,7
2814,0.0,5
2815,0.0,6
2816,0.0,2
2817,0.0,13
2818,0.0,2
2819,0.0,13
2820,0.0,3
2821,0.0,14
2822,0.0,5
2823,0.0,9
2824,0.0,9
2825,0.0,8
2826,0.0,8
2827,0.0,7
2828,0.0,2
2829,0.0,6
2830,0.0,7
2831,0.0,22
2832,0.0,8
2833,0.0,3
2834,0.0,8
2835,0.0,7
2836,0.0,29
2837,0.0,4
2838,0.0,7
2839,0.0,8
2840,0.0,5
2841,0.0,4
2842,0.0,2
2843,0.0,9
2844,0.0,14
2845,0.0,12
2846,0.0,10
2847,0.0,10
2848,0.0,5
2849,0.0,6
2850,0.0,3
2851,0.0,6
2852,0.0,4
2853,0.0,10
2854,0.0,8
2855,0.0,23
2856,0.0,13
2857,0.0,2
2858,0.0,5
2859,0.0,4
2860,0.0,10
2861,0.0,5
2862,0.0,5
2863,0.0,5
2864,0.0,11
2865,0.0,7
2866,0.0,8
2867,0.0,5
2868,0.0,6
2869,0.0,12
2870,0.0,8
2871,0.0,7
2872,0.0,6
2873,0.0,9
2874,0.0,9
2875,0.0,3
2876,0.0,4
2877,0.0,3
2878,0.0,2
2879,0.0,2
2880,0.0,17
2881,0.0,15
2882,0.0,5
2883,0.0,2
2884,0.0,3
2885,0.0,5
2886,0.0,7
2887,0.0,3
2888,0.0,4
2889,0.0,7
2890,0.0,17
2891,0.0,7
2892,0.0,6
2893,0.0,3
2894,0.0,3
2895,0.0,5
2896,0.0,6
2897,0.0,2
2898,0.0,5
2899,0.0,2
2900,0.0,9
2901,0.0,10
2902,0.0,7
2903,0.0,10
2904,0.0,7
2905,0.0,2
2906,0.0,6
2907,0.0,2
2908,0.0,2
2909,0.0,17
2910,0.0,29
2911,0.0,3
2912,0.0,4
2913,0.0,2
2914,0.0,7
2915,0.0,6
2916,0.0,4
2917,0.0,3
2918,0.0,8
2919,0.0,7
2920,0.0,5
2921,0.0,3
2922,0.0,3
2923,0.0,7
2924,0.0,9
2925,0.0,37
2926,0.0,14
2927,0.0,3
2928,0.0,5
2929,0.0,3
2930,0.0,2
2931,0.0,2
2932,0.0,13
2933,0.0,9
2934,0.0,15
2935,0.0,8
2936,0.0,4
2937,0.0,6
2938,0.0,12
2939,0.0,9
2940,0.0,4
2941,0.0,13
2942,0.0,4
2943,0.0,10
2944,0.0,10
2945,0.0,6
2946,0.0,7
2947,0.0,10
2948,0.0,2
2949,0.0,2
2950,0.0,3
2951,0.0,7
2952,0.0,9
2953,0.0,11
2954,0.0,5
2955,0.0,3
2956,0.0,3
2957,1.0,13
2958,0.0,2
2959,0.0,16
2960,0.0,2
2961,0.0,3
2962,0.0,5
2963,0.0,7
2964,0.0,4
2965,0.0,8
2966,0.0,3
2967,0.0,6
2968,0.0,19
2969,0.0,7
2970,0.0,2
2971,0.0,25
2972,0.0,4
2973,0.0,31
2974,0.0,9
2975,0.0,7
2976,0.0,4
2977,0.0,27
2978,0.0,17
2979,0.0,17
2980,0.0,10
2981,0.0,2
2982,0.0,13
2983,0.0,11
2984,0.0,8
2985,0.0,4
2986,0.0,2
2987,1.0,6
2988,0.0,3
2989,0.0,5
2990,0.0,13
2991,0.0,2
2992,0.0,4
2993,0.0,6
2994,0.0,4
2995,0.0,5
2996,0.0,3
2997,0.0,8
2998,0.0,2
2999,1.0,8
3000,0.0,5
3001,0.0,28
3002,0.0,2
3003,0.0,10
3004,0.0,7
3005,0.0,10
3006,0.0,4
3007,0.0,14
3008,0.0,10
3009,0.0,5
3010,0.0,13
3011,0.0,7
3012,0.0,2
3013,0.0,7
3014,0.0,9
3015,0.0,15
3016,0.0,2
3017,0.0,6
3018,1.0,9
3019,0.0,10
3020,0.0,4
3021,0.0,20
3022,0.0,2
3023,0.0,5
3024,0.0,16
3025,0.0,2
3026,0.0,3
3027,0.0,8
3028,0.0,10
3029,0.0,7
3030,0.0,2
3031,0.0,5
3032,0.0,4
3033,0.0,15
3034,0.0,14
3035,0.0,5
3036,0.0,9
3037,0.0,4
3038,0.0,4
3039,0.0,4
3040,0.0,5
3041,0.0,9
3042,0.0,4
3043,0.0,3
3044,0.0,5
3045,0.0,2
3046,0.0,6
3047,0.0,4
3048,0.0,9
3049,0.0,26
3050,0.0,3
3051,0.0,3
3052,0.0,17
3053,0.0,12
3054,0.0,9
3055,0.0,12
3056,0.0,2
3057,0.0,2
3058,0.0,3
3059,0.0,7
3060,0.0,7
3061,0.0,14
3062,0.0,18
3063,0.0,4
3064,0.0,3
3065,0.0,12
3066,0.0,5
3067,0.0,5
3068,0.0,4
3069,0.0,12
3070,0.0,2
3071,0.0,4
3072,0.0,10
3073,0.0,10
3074,0.0,3
3075,0.0,22
3076,0.0,2
3077,0.0,2
3078,0.0,3
3079,0.0,4
3080,0.0,8
3081,0.0,16
3082,0.0,11
3083,0.0,2
3084,0.0,6
3085,0.0,2
3086,0.0,10
3087,0.0,6
3088,0.0,4
3089,0.0,12
3090,0.0,14
3091,0.0,5
3092,0.0,2
3093,0.0,3
3094,0.0,11
3095,0.0,9
3096,0.0,3
3097,0.0,2
3098,0.0,8
3099,0.0,15
3100,0.0,16
3101,0.0,10
3102,0.0,2
3103,0.0,4
3104,0.0,10
3105,0.0,5
3106,0.0,5
3107,0.0,8
3108,0.0,10
3109,0.0,3
3110,0.0,7
3111,0.0,4
3112,0.0,6
3113,0.0,12
3114,0.0,7
3115,0.0,9
3116,0.0,7
3117,0.0,4
3118,0.0,9
3119,0.0,4
3120,0.0,5
3121,0.0,3
3122,0.0,11
3123,1.0,17
3124,0.0,8
3125,0.0,16
3126,0.0,8
3127,0.0,4
3128,0.0,6
3129,0.0,9
3130,0.0,5
3131,0.0,12
3132,0.0,11
3133,0.0,4
3134,0.0,3
3135,1.0,21
3136,0.0,6
3137,0.0,4
3138,0.0,9
3139,0.0,7
3140,0.0,14
3141,0.0,11
3142,0.0,2
3143,0.0,4
3144,0.0,16
3145,0.0,2
3146,0.0,3
3147,0.0,3
3148,0.0,6
3149,0.0,5
3150,0.0,7
3151,0.0,2
3152,0.0,9
3153,0.0,7
3154,0.0,6
3155,0.0,19
3156,0.0,3
3157,0.0,13
3158,0.0,3
3159,0.0,16
3160,0.0,9
3161,0.0,4
3162,0.0,12
3163,0.0,2
3164,0.0,14
3165,0.0,5
3166,0.0,11
3167,0.0,3
3168,0.0,14
3169,0.0,17
3170,0.0,7
3171,0.0,11
3172,0.0,9
3173,0.0,2
3174,0.0,2
3175,0.0,8
3176,0.0,11
3177,0.0,2
