"Hyperparameters: —episodes 1e5 —seed 25 —learn_rate 0.01— e_init 1 —e_final 0 —discount 0.95
slippery = False",,
episode_num,total_reward,episode_length
46644,1.0,6
46645,0.0,2
46646,0.0,3
46647,0.0,7
46648,1.0,7
46649,0.0,10
46650,0.0,6
46651,0.0,2
46652,1.0,6
46653,1.0,7
46654,0.0,6
46655,1.0,8
46656,0.0,2
46657,0.0,14
46658,1.0,8
46659,0.0,11
46660,0.0,3
46661,1.0,8
46662,0.0,2
46663,0.0,8
46664,0.0,2
46665,1.0,7
46666,1.0,15
46667,0.0,2
46668,1.0,6
46669,1.0,8
46670,0.0,3
46671,0.0,13
46672,1.0,6
46673,0.0,3
46674,0.0,4
46675,1.0,9
46676,0.0,4
46677,0.0,4
46678,0.0,2
46679,0.0,6
46680,1.0,28
46681,0.0,10
46682,1.0,10
46683,0.0,5
46684,1.0,9
46685,1.0,14
46686,1.0,17
46687,0.0,2
46688,1.0,7
46689,1.0,13
46690,0.0,3
46691,0.0,7
46692,1.0,11
46693,0.0,5
46694,0.0,4
46695,0.0,5
46696,1.0,10
46697,0.0,15
46698,0.0,7
46699,0.0,13
46700,0.0,6
46701,1.0,13
46702,1.0,8
46703,1.0,8
46704,0.0,7
46705,1.0,11
46706,0.0,13
46707,0.0,3
46708,0.0,15
46709,1.0,10
46710,1.0,11
46711,1.0,10
46712,0.0,4
46713,1.0,7
46714,1.0,8
46715,1.0,10
46716,0.0,10
46717,0.0,2
46718,1.0,10
46719,0.0,2
46720,1.0,8
46721,1.0,20
46722,1.0,8
46723,0.0,4
46724,1.0,14
46725,0.0,12
46726,1.0,7
46727,0.0,4
46728,1.0,7
46729,1.0,8
46730,0.0,9
46731,0.0,11
46732,1.0,11
46733,1.0,8
46734,1.0,6
46735,1.0,10
46736,1.0,16
46737,1.0,21
46738,0.0,2
46739,1.0,9
46740,1.0,9
46741,1.0,7
46742,0.0,5
46743,1.0,6
46744,0.0,3
46745,1.0,6
46746,0.0,12
46747,1.0,6
46748,1.0,6
46749,0.0,4
46750,0.0,9
46751,0.0,4
46752,0.0,2
46753,0.0,4
46754,1.0,8
46755,1.0,10
46756,1.0,12
46757,1.0,6
46758,1.0,6
46759,0.0,6
46760,1.0,11
46761,0.0,2
46762,1.0,6
46763,1.0,12
46764,1.0,9
46765,1.0,6
46766,0.0,7
46767,0.0,15
46768,0.0,13
46769,0.0,3
46770,0.0,6
46771,0.0,9
46772,0.0,12
46773,0.0,2
46774,0.0,15
46775,0.0,13
46776,1.0,7
46777,1.0,9
46778,1.0,6
46779,0.0,9
46780,1.0,6
46781,1.0,10
46782,0.0,6
46783,0.0,5
46784,1.0,9
46785,0.0,6
46786,1.0,8
46787,1.0,9
46788,0.0,7
46789,0.0,7
46790,1.0,7
46791,1.0,10
46792,0.0,6
46793,0.0,7
46794,0.0,4
46795,0.0,3
46796,0.0,5
46797,1.0,15
46798,1.0,6
46799,1.0,6
46800,0.0,2
46801,1.0,6
46802,1.0,8
46803,1.0,8
46804,0.0,4
46805,1.0,9
46806,1.0,6
46807,0.0,17
46808,1.0,6
46809,1.0,11
46810,0.0,4
46811,0.0,8
46812,0.0,8
46813,0.0,3
46814,0.0,8
46815,0.0,8
46816,1.0,11
46817,0.0,7
46818,1.0,7
46819,0.0,2
46820,0.0,4
46821,1.0,11
46822,0.0,5
46823,1.0,7
46824,0.0,5
46825,0.0,3
46826,0.0,7
46827,0.0,6
46828,1.0,7
46829,0.0,6
46830,1.0,8
46831,0.0,2
46832,1.0,17
46833,0.0,14
46834,0.0,6
46835,0.0,7
46836,1.0,7
46837,0.0,11
46838,0.0,5
46839,0.0,5
46840,1.0,11
46841,0.0,2
46842,0.0,5
46843,0.0,7
46844,0.0,10
46845,0.0,3
46846,1.0,8
46847,0.0,10
46848,0.0,5
46849,1.0,7
46850,1.0,6
46851,1.0,7
46852,0.0,4
46853,1.0,8
46854,0.0,4
46855,0.0,3
46856,1.0,10
46857,0.0,2
46858,0.0,2
46859,0.0,6
46860,0.0,6
46861,1.0,8
46862,1.0,6
46863,0.0,2
46864,0.0,13
46865,0.0,2
46866,1.0,6
46867,0.0,4
46868,0.0,9
46869,1.0,8
46870,1.0,6
46871,0.0,6
46872,0.0,3
46873,0.0,2
46874,0.0,4
46875,0.0,6
46876,0.0,9
46877,0.0,7
46878,0.0,5
46879,1.0,6
46880,0.0,4
46881,0.0,5
46882,0.0,8
46883,0.0,5
46884,1.0,9
46885,0.0,6
46886,0.0,3
46887,0.0,2
46888,1.0,6
46889,0.0,8
46890,1.0,13
46891,1.0,7
46892,1.0,6
46893,0.0,3
46894,1.0,9
46895,0.0,5
46896,0.0,4
46897,0.0,29
46898,1.0,17
46899,1.0,12
46900,0.0,3
46901,1.0,7
46902,0.0,4
46903,0.0,4
46904,0.0,2
46905,1.0,9
46906,1.0,8
46907,0.0,2
46908,1.0,6
46909,0.0,4
46910,0.0,2
46911,1.0,9
46912,1.0,6
46913,1.0,8
46914,1.0,8
46915,1.0,11
46916,1.0,7
46917,0.0,3
46918,0.0,14
46919,1.0,8
46920,0.0,4
46921,0.0,4
46922,0.0,2
46923,1.0,8
46924,1.0,15
46925,1.0,6
46926,0.0,2
46927,1.0,9
46928,0.0,5
46929,0.0,5
46930,0.0,8
46931,1.0,6
46932,1.0,29
46933,0.0,10
46934,0.0,6
46935,0.0,2
46936,1.0,9
46937,1.0,8
46938,0.0,6
46939,0.0,7
46940,0.0,3
46941,0.0,5
46942,1.0,13
46943,1.0,8
46944,0.0,11
46945,0.0,11
46946,0.0,4
46947,1.0,10
46948,0.0,7
46949,0.0,5
46950,1.0,6
46951,0.0,6
46952,0.0,7
46953,0.0,9
46954,0.0,7
46955,1.0,9
46956,0.0,6
46957,0.0,2
46958,0.0,6
46959,1.0,6
46960,1.0,6
46961,0.0,4
46962,0.0,3
46963,0.0,4
46964,0.0,2
46965,1.0,7
46966,0.0,14
46967,0.0,8
46968,0.0,18
46969,0.0,6
46970,1.0,6
46971,1.0,12
46972,0.0,5
46973,0.0,4
46974,1.0,7
46975,1.0,7
46976,1.0,18
46977,0.0,3
46978,0.0,3
46979,1.0,16
46980,1.0,10
46981,1.0,12
46982,0.0,9
46983,0.0,2
46984,0.0,2
46985,0.0,10
46986,1.0,15
46987,0.0,4
46988,1.0,12
46989,1.0,7
46990,1.0,9
46991,0.0,5
46992,0.0,3
46993,0.0,5
46994,1.0,6
46995,0.0,2
46996,0.0,2
46997,0.0,10
46998,0.0,6
46999,1.0,9
47000,0.0,6
47001,1.0,9
47002,1.0,14
47003,1.0,6
47004,1.0,10
47005,0.0,8
47006,0.0,5
47007,0.0,3
47008,0.0,3
47009,0.0,7
47010,1.0,11
47011,0.0,10
47012,0.0,11
47013,0.0,9
47014,0.0,3
47015,1.0,11
47016,0.0,3
47017,0.0,4
47018,0.0,5
47019,0.0,4
47020,1.0,8
47021,0.0,12
47022,1.0,9
47023,0.0,4
47024,0.0,2
47025,1.0,10
47026,1.0,6
47027,1.0,9
47028,1.0,9
47029,0.0,2
47030,0.0,4
47031,0.0,5
47032,0.0,3
47033,1.0,8
47034,1.0,9
47035,0.0,4
47036,0.0,2
47037,1.0,11
47038,1.0,11
47039,1.0,6
47040,1.0,6
47041,0.0,2
47042,0.0,14
47043,0.0,4
47044,0.0,3
47045,0.0,5
47046,1.0,9
47047,0.0,4
47048,1.0,6
47049,0.0,4
47050,0.0,2
47051,0.0,2
47052,0.0,8
47053,1.0,8
47054,0.0,4
47055,1.0,7
47056,1.0,13
47057,0.0,5
47058,0.0,11
47059,0.0,3
47060,1.0,8
47061,0.0,3
47062,1.0,10
47063,0.0,4
47064,1.0,6
47065,1.0,6
47066,0.0,8
47067,1.0,7
47068,1.0,8
47069,0.0,7
47070,0.0,2
47071,0.0,4
47072,1.0,6
47073,1.0,9
47074,1.0,13
47075,1.0,8
47076,0.0,5
47077,1.0,8
47078,1.0,6
47079,0.0,6
47080,1.0,11
47081,1.0,7
47082,0.0,3
47083,1.0,8
47084,1.0,6
47085,1.0,16
47086,1.0,7
47087,1.0,12
47088,1.0,21
47089,0.0,9
47090,0.0,9
47091,1.0,8
47092,1.0,7
47093,1.0,6
47094,1.0,13
47095,0.0,6
47096,1.0,15
47097,0.0,4
47098,0.0,7
47099,0.0,8
47100,1.0,13
47101,0.0,2
47102,1.0,12
47103,1.0,10
47104,0.0,9
47105,0.0,2
47106,1.0,12
47107,0.0,11
47108,1.0,11
47109,0.0,5
47110,1.0,10
47111,1.0,10
47112,0.0,4
47113,0.0,6
47114,1.0,6
47115,0.0,4
47116,1.0,7
47117,1.0,16
47118,1.0,10
47119,0.0,5
47120,0.0,12
47121,1.0,7
47122,0.0,4
47123,1.0,11
47124,0.0,8
47125,0.0,2
47126,0.0,2
47127,0.0,2
47128,1.0,6
47129,0.0,7
47130,0.0,9
47131,1.0,8
47132,0.0,2
47133,0.0,5
47134,0.0,2
47135,0.0,4
47136,0.0,2
47137,1.0,9
47138,0.0,10
47139,1.0,10
47140,1.0,10
47141,1.0,9
47142,0.0,4
47143,0.0,6
47144,1.0,6
47145,1.0,15
47146,1.0,6
47147,0.0,11
47148,1.0,8
47149,0.0,5
47150,0.0,9
47151,0.0,8
47152,0.0,11
47153,0.0,4
47154,0.0,4
47155,1.0,9
47156,1.0,6
47157,0.0,3
47158,0.0,5
47159,1.0,6
47160,0.0,2
47161,0.0,5
47162,1.0,7
47163,0.0,2
47164,1.0,7
47165,0.0,4
47166,0.0,8
47167,0.0,9
47168,0.0,7
47169,1.0,12
47170,1.0,6
47171,1.0,8
47172,0.0,7
47173,1.0,6
47174,1.0,6
47175,0.0,5
47176,0.0,2
47177,0.0,8
47178,0.0,4
47179,1.0,7
47180,0.0,12
47181,0.0,3
47182,0.0,2
47183,0.0,5
47184,0.0,3
47185,0.0,4
47186,0.0,5
47187,1.0,11
47188,1.0,6
47189,1.0,10
47190,0.0,6
47191,0.0,13
47192,1.0,6
47193,0.0,3
47194,0.0,4
47195,1.0,14
47196,0.0,4
47197,0.0,2
47198,0.0,15
47199,0.0,5
47200,1.0,7
47201,1.0,6
47202,1.0,9
47203,0.0,4
47204,0.0,6
47205,1.0,7
47206,0.0,7
47207,1.0,8
47208,1.0,6
47209,0.0,3
47210,0.0,2
47211,1.0,12
47212,0.0,2
47213,1.0,10
47214,0.0,6
47215,1.0,6
47216,1.0,13
47217,0.0,3
47218,0.0,2
47219,0.0,2
47220,0.0,4
47221,0.0,5
47222,0.0,4
47223,1.0,8
47224,1.0,7
47225,0.0,5
47226,0.0,3
47227,0.0,5
47228,0.0,4
47229,0.0,3
47230,1.0,22
47231,0.0,9
47232,0.0,8
47233,0.0,17
47234,0.0,6
47235,1.0,11
47236,1.0,11
47237,0.0,5
47238,1.0,6
47239,0.0,5
47240,0.0,5
47241,0.0,19
47242,0.0,10
47243,0.0,6
47244,1.0,6
47245,0.0,4
47246,1.0,11
47247,0.0,4
47248,0.0,4
47249,0.0,8
47250,1.0,7
47251,0.0,2
47252,0.0,4
47253,0.0,8
47254,0.0,8
47255,0.0,3
47256,1.0,6
47257,1.0,6
47258,1.0,11
47259,1.0,14
47260,1.0,8
47261,0.0,6
47262,0.0,8
47263,0.0,8
47264,0.0,12
47265,0.0,3
47266,1.0,8
47267,0.0,5
47268,0.0,10
47269,0.0,2
47270,0.0,6
47271,1.0,13
47272,1.0,9
47273,1.0,7
47274,1.0,9
47275,0.0,6
47276,1.0,11
47277,1.0,16
47278,1.0,7
47279,1.0,9
47280,0.0,8
47281,0.0,13
47282,0.0,12
47283,1.0,8
47284,0.0,6
47285,0.0,10
47286,0.0,2
47287,0.0,5
47288,0.0,4
47289,1.0,17
47290,0.0,14
47291,0.0,2
47292,1.0,6
47293,0.0,4
47294,0.0,2
47295,1.0,9
47296,1.0,9
47297,0.0,10
47298,1.0,11
47299,0.0,2
47300,0.0,5
47301,1.0,6
47302,0.0,5
47303,1.0,9
47304,1.0,7
47305,1.0,6
47306,1.0,6
47307,0.0,3
47308,1.0,10
47309,0.0,3
47310,0.0,4
47311,0.0,2
47312,1.0,6
47313,0.0,13
47314,1.0,9
47315,1.0,7
47316,1.0,10
47317,1.0,6
47318,0.0,12
47319,0.0,3
47320,0.0,2
47321,1.0,10
47322,0.0,4
47323,1.0,10
47324,1.0,10
47325,1.0,15
47326,1.0,9
47327,0.0,2
47328,0.0,5
47329,0.0,4
47330,1.0,6
47331,0.0,2
47332,1.0,6
47333,0.0,10
47334,0.0,12
47335,1.0,10
47336,0.0,5
47337,0.0,8
47338,0.0,8
47339,0.0,4
47340,1.0,11
47341,1.0,10
47342,0.0,2
47343,0.0,7
47344,0.0,3
47345,1.0,7
47346,0.0,2
47347,1.0,6
47348,0.0,4
47349,0.0,12
47350,1.0,9
47351,1.0,7
47352,1.0,12
47353,0.0,8
47354,0.0,2
47355,1.0,8
47356,0.0,12
47357,0.0,10
47358,1.0,11
47359,0.0,5
47360,1.0,14
47361,0.0,4
47362,0.0,4
47363,1.0,6
47364,0.0,4
47365,1.0,7
47366,0.0,2
47367,0.0,3
47368,1.0,6
47369,0.0,2
47370,1.0,9
47371,0.0,3
47372,0.0,5
47373,1.0,9
47374,0.0,6
47375,0.0,9
47376,1.0,8
47377,1.0,13
47378,0.0,5
47379,0.0,2
47380,0.0,4
47381,0.0,3
47382,1.0,6
47383,0.0,3
47384,0.0,13
47385,0.0,6
47386,0.0,5
47387,1.0,12
47388,0.0,8
47389,1.0,7
47390,1.0,9
47391,1.0,13
47392,0.0,2
47393,0.0,2
47394,1.0,9
47395,1.0,6
47396,0.0,4
47397,0.0,7
47398,0.0,9
47399,1.0,7
47400,1.0,8
47401,1.0,6
47402,0.0,9
47403,0.0,2
47404,0.0,6
47405,0.0,5
47406,1.0,7
47407,0.0,5
47408,1.0,11
47409,1.0,6
47410,1.0,7
47411,1.0,7
47412,0.0,8
47413,1.0,8
47414,0.0,2
47415,0.0,11
47416,1.0,8
47417,1.0,26
47418,1.0,11
47419,1.0,8
47420,1.0,9
47421,0.0,2
47422,1.0,11
47423,0.0,5
47424,0.0,10
47425,1.0,10
47426,0.0,5
47427,1.0,11
47428,0.0,2
47429,0.0,5
47430,0.0,6
47431,1.0,11
47432,0.0,8
47433,1.0,10
47434,0.0,13
47435,0.0,5
47436,1.0,12
47437,0.0,11
47438,0.0,10
47439,1.0,6
47440,1.0,14
47441,0.0,4
47442,1.0,8
47443,0.0,4
47444,0.0,2
47445,1.0,6
47446,0.0,4
47447,0.0,11
47448,1.0,11
47449,0.0,9
47450,0.0,5
47451,0.0,12
47452,0.0,4
47453,0.0,7
47454,0.0,8
47455,0.0,2
47456,1.0,11
47457,1.0,7
47458,1.0,17
47459,0.0,2
47460,0.0,4
47461,0.0,4
47462,1.0,7
47463,1.0,11
47464,0.0,6
47465,0.0,4
47466,1.0,22
47467,1.0,15
47468,0.0,6
47469,0.0,5
47470,1.0,17
47471,0.0,7
47472,0.0,10
47473,1.0,10
47474,1.0,10
47475,1.0,8
47476,1.0,11
47477,1.0,7
47478,1.0,10
47479,0.0,4
47480,1.0,8
47481,0.0,19
47482,0.0,7
47483,1.0,6
47484,1.0,6
47485,0.0,2
47486,0.0,13
47487,0.0,6
47488,1.0,6
47489,0.0,6
47490,1.0,6
47491,0.0,7
47492,0.0,5
47493,1.0,8
47494,0.0,7
47495,0.0,3
47496,0.0,5
47497,0.0,3
47498,1.0,6
47499,1.0,17
47500,1.0,7
47501,1.0,7
47502,1.0,11
47503,1.0,9
47504,0.0,8
47505,0.0,6
47506,1.0,6
47507,1.0,14
47508,0.0,4
47509,1.0,8
47510,0.0,3
47511,0.0,3
47512,0.0,8
47513,1.0,8
47514,1.0,10
47515,1.0,7
47516,0.0,6
47517,1.0,6
47518,1.0,8
47519,1.0,13
47520,1.0,16
47521,1.0,8
47522,1.0,6
47523,0.0,4
47524,0.0,7
47525,1.0,8
47526,0.0,12
47527,0.0,7
47528,1.0,9
47529,0.0,10
47530,1.0,8
47531,0.0,2
47532,0.0,5
47533,1.0,6
47534,1.0,6
47535,0.0,5
47536,0.0,10
47537,1.0,13
47538,0.0,9
47539,1.0,10
47540,1.0,6
47541,0.0,4
47542,1.0,10
47543,1.0,8
47544,1.0,9
47545,0.0,10
47546,1.0,8
47547,1.0,6
47548,0.0,3
47549,0.0,7
47550,0.0,3
47551,0.0,6
47552,1.0,7
47553,1.0,8
47554,0.0,4
47555,0.0,5
47556,0.0,8
47557,1.0,6
47558,0.0,8
47559,1.0,11
47560,1.0,11
47561,0.0,2
47562,1.0,6
47563,1.0,13
47564,1.0,8
47565,0.0,4
47566,0.0,3
47567,0.0,5
47568,0.0,4
47569,0.0,4
47570,0.0,10
47571,0.0,10
47572,0.0,8
47573,0.0,3
47574,0.0,11
47575,1.0,11
47576,0.0,5
47577,0.0,2
47578,0.0,11
47579,0.0,4
47580,1.0,8
47581,0.0,7
47582,0.0,3
47583,1.0,8
47584,0.0,2
47585,1.0,14
47586,0.0,2
47587,1.0,10
47588,1.0,8
47589,0.0,7
47590,1.0,8
47591,1.0,12
47592,1.0,9
47593,1.0,10
47594,1.0,6
47595,1.0,9
47596,0.0,2
47597,1.0,11
47598,1.0,12
47599,0.0,11
47600,1.0,8
47601,0.0,5
47602,0.0,5
47603,1.0,13
47604,0.0,7
47605,1.0,6
47606,1.0,8
47607,0.0,4
47608,1.0,6
47609,0.0,4
47610,0.0,3
47611,1.0,12
47612,1.0,6
47613,0.0,5
47614,0.0,5
47615,1.0,7
47616,1.0,15
47617,1.0,12
47618,1.0,6
47619,1.0,7
47620,0.0,2
47621,0.0,17
47622,1.0,6
47623,0.0,3
47624,0.0,3
47625,0.0,2
47626,1.0,6
47627,1.0,14
47628,0.0,4
47629,1.0,12
47630,0.0,6
47631,0.0,5
47632,1.0,7
47633,1.0,14
47634,0.0,13
47635,1.0,7
47636,0.0,2
47637,0.0,12
47638,1.0,11
47639,1.0,7
47640,0.0,4
47641,1.0,8
47642,0.0,4
47643,1.0,13
47644,0.0,6
47645,0.0,6
47646,0.0,3
47647,0.0,9
47648,1.0,9
47649,0.0,4
47650,1.0,8
47651,0.0,6
47652,1.0,11
47653,1.0,10
47654,0.0,6
47655,1.0,8
47656,1.0,11
47657,0.0,6
47658,1.0,9
47659,0.0,5
47660,1.0,7
47661,0.0,2
47662,0.0,9
47663,1.0,9
47664,0.0,10
47665,0.0,2
47666,0.0,2
47667,1.0,7
47668,0.0,10
47669,0.0,7
47670,1.0,7
47671,1.0,18
47672,0.0,6
47673,0.0,5
47674,0.0,4
47675,0.0,5
47676,0.0,5
47677,1.0,10
47678,0.0,8
47679,0.0,3
47680,0.0,10
47681,1.0,7
47682,1.0,9
47683,0.0,6
47684,0.0,5
47685,0.0,4
47686,1.0,18
47687,1.0,10
47688,0.0,2
47689,1.0,7
47690,0.0,7
47691,1.0,6
47692,1.0,12
47693,1.0,7
47694,0.0,2
47695,1.0,10
47696,0.0,3
47697,1.0,6
47698,0.0,8
47699,0.0,4
47700,0.0,14
47701,0.0,6
47702,1.0,9
47703,1.0,10
47704,0.0,8
47705,0.0,4
47706,1.0,6
47707,0.0,7
47708,1.0,7
47709,1.0,7
47710,1.0,6
47711,1.0,6
47712,1.0,8
47713,1.0,9
47714,0.0,2
47715,1.0,6
47716,1.0,6
47717,0.0,3
47718,0.0,3
47719,1.0,7
47720,0.0,4
47721,0.0,8
47722,1.0,16
47723,1.0,10
47724,1.0,11
47725,0.0,7
47726,1.0,9
47727,1.0,12
47728,0.0,7
47729,1.0,7
47730,1.0,16
47731,0.0,2
47732,0.0,8
47733,0.0,7
47734,0.0,12
47735,1.0,6
47736,0.0,5
47737,1.0,9
47738,0.0,2
47739,1.0,6
47740,1.0,10
47741,0.0,10
47742,1.0,12
47743,1.0,12
47744,1.0,8
47745,0.0,3
47746,0.0,5
47747,0.0,7
47748,0.0,5
47749,0.0,5
47750,0.0,3
47751,0.0,6
47752,0.0,2
47753,1.0,6
47754,0.0,4
47755,1.0,7
47756,1.0,23
47757,0.0,8
47758,1.0,17
47759,1.0,11
47760,1.0,10
47761,0.0,7
47762,0.0,2
47763,0.0,2
47764,0.0,6
47765,0.0,2
47766,1.0,6
47767,0.0,7
47768,0.0,11
47769,0.0,20
47770,1.0,8
47771,0.0,3
47772,0.0,8
47773,0.0,11
47774,1.0,14
47775,1.0,7
47776,1.0,10
47777,1.0,11
47778,0.0,4
47779,0.0,4
47780,1.0,10
47781,1.0,7
47782,0.0,5
47783,1.0,6
47784,0.0,3
47785,0.0,2
47786,1.0,6
47787,0.0,7
47788,0.0,4
47789,0.0,3
47790,0.0,3
47791,0.0,7
47792,0.0,2
47793,0.0,14
47794,1.0,15
47795,0.0,7
47796,0.0,4
47797,0.0,3
47798,0.0,10
47799,1.0,10
47800,0.0,17
47801,0.0,3
47802,1.0,6
47803,1.0,8
47804,0.0,4
47805,1.0,7
47806,0.0,5
47807,1.0,9
47808,0.0,4
47809,1.0,7
47810,1.0,8
47811,1.0,18
47812,1.0,13
47813,0.0,2
47814,1.0,14
47815,0.0,14
47816,1.0,8
47817,0.0,10
47818,0.0,5
47819,0.0,4
47820,0.0,2
47821,0.0,3
47822,0.0,4
47823,0.0,2
47824,0.0,3
47825,0.0,2
47826,0.0,8
47827,1.0,6
47828,1.0,6
47829,1.0,7
47830,0.0,5
47831,0.0,8
47832,1.0,16
47833,0.0,11
47834,0.0,2
47835,1.0,8
47836,0.0,5
47837,0.0,5
47838,0.0,6
47839,1.0,6
47840,0.0,3
47841,1.0,7
47842,0.0,5
47843,0.0,5
47844,1.0,6
47845,1.0,10
47846,0.0,3
47847,1.0,6
47848,1.0,8
47849,1.0,13
47850,0.0,5
47851,1.0,6
47852,0.0,8
47853,1.0,8
47854,1.0,8
47855,1.0,7
47856,1.0,6
47857,0.0,3
47858,0.0,2
47859,1.0,6
47860,1.0,7
47861,0.0,2
47862,1.0,7
47863,0.0,3
47864,1.0,10
47865,0.0,3
47866,0.0,4
47867,0.0,5
47868,1.0,14
47869,1.0,6
47870,0.0,4
47871,0.0,2
47872,0.0,4
47873,0.0,2
47874,0.0,9
47875,0.0,2
47876,0.0,8
47877,0.0,2
47878,1.0,9
47879,1.0,9
47880,0.0,9
47881,0.0,5
47882,0.0,6
47883,1.0,7
47884,0.0,7
47885,1.0,15
47886,0.0,12
47887,0.0,8
47888,1.0,17
47889,1.0,8
47890,0.0,8
47891,0.0,10
47892,1.0,7
47893,0.0,2
47894,1.0,8
47895,0.0,7
47896,1.0,8
47897,1.0,16
47898,1.0,18
47899,0.0,9
47900,1.0,9
47901,0.0,3
47902,0.0,6
47903,1.0,7
47904,1.0,13
47905,0.0,7
47906,1.0,7
47907,0.0,4
47908,1.0,6
47909,0.0,10
47910,1.0,6
47911,0.0,5
47912,0.0,9
47913,1.0,8
47914,0.0,4
47915,1.0,9
47916,1.0,10
47917,1.0,14
47918,0.0,5
47919,1.0,6
47920,1.0,9
47921,0.0,5
47922,1.0,10
47923,1.0,6
47924,0.0,12
47925,0.0,5
47926,1.0,8
47927,1.0,6
47928,1.0,7
47929,0.0,2
47930,0.0,4
47931,1.0,11
47932,1.0,9
47933,1.0,7
47934,0.0,4
47935,1.0,7
47936,1.0,6
47937,0.0,7
47938,1.0,9
47939,1.0,12
47940,0.0,12
47941,0.0,4
47942,1.0,8
47943,1.0,6
47944,0.0,4
47945,1.0,9
47946,0.0,2
47947,0.0,3
47948,1.0,8
47949,0.0,3
47950,0.0,6
47951,1.0,12
47952,0.0,2
47953,1.0,10
47954,1.0,8
47955,1.0,18
47956,1.0,9
47957,0.0,4
47958,1.0,6
47959,0.0,2
47960,1.0,6
47961,0.0,16
47962,1.0,13
47963,1.0,11
47964,1.0,9
47965,1.0,7
47966,0.0,2
47967,1.0,6
47968,0.0,6
47969,1.0,11
47970,1.0,9
47971,0.0,3
47972,0.0,4
47973,1.0,11
47974,1.0,10
47975,1.0,6
47976,1.0,13
47977,0.0,4
47978,0.0,2
47979,0.0,12
47980,0.0,5
47981,1.0,13
47982,1.0,6
47983,1.0,8
47984,1.0,6
47985,0.0,4
47986,0.0,4
47987,0.0,5
47988,1.0,10
47989,1.0,12
47990,1.0,10
47991,0.0,13
47992,0.0,5
47993,0.0,8
47994,0.0,4
47995,0.0,2
47996,0.0,10
47997,0.0,2
47998,1.0,10
47999,0.0,6
48000,1.0,13
48001,0.0,5
48002,0.0,3
48003,0.0,14
48004,1.0,6
48005,0.0,8
48006,1.0,8
48007,1.0,8
48008,0.0,3
48009,0.0,9
48010,0.0,9
48011,1.0,7
48012,0.0,2
48013,0.0,2
48014,0.0,7
48015,0.0,2
48016,0.0,11
48017,1.0,7
48018,0.0,2
48019,0.0,4
48020,1.0,10
48021,1.0,6
48022,1.0,12
48023,1.0,7
48024,1.0,8
48025,0.0,11
48026,0.0,11
48027,0.0,2
48028,0.0,3
48029,0.0,5
48030,1.0,7
48031,1.0,8
48032,1.0,6
48033,1.0,10
48034,0.0,5
48035,0.0,6
48036,0.0,18
48037,1.0,11
48038,1.0,8
48039,0.0,2
48040,0.0,4
48041,1.0,12
48042,0.0,4
48043,0.0,4
48044,1.0,6
48045,0.0,9
48046,1.0,13
48047,0.0,7
48048,0.0,13
48049,0.0,5
48050,1.0,6
48051,0.0,3
48052,0.0,2
48053,0.0,4
48054,0.0,2
48055,0.0,3
48056,0.0,8
48057,1.0,7
48058,0.0,7
48059,1.0,8
48060,0.0,4
48061,0.0,7
48062,0.0,4
48063,1.0,19
48064,1.0,7
48065,1.0,8
48066,0.0,8
48067,1.0,9
48068,0.0,5
48069,1.0,15
48070,1.0,9
48071,1.0,9
48072,0.0,5
48073,0.0,3
48074,1.0,8
48075,0.0,4
48076,1.0,13
48077,1.0,14
48078,1.0,6
48079,0.0,5
48080,0.0,8
48081,0.0,3
48082,0.0,7
48083,0.0,7
48084,0.0,2
48085,0.0,7
48086,1.0,8
48087,1.0,6
48088,0.0,5
48089,0.0,8
48090,0.0,17
48091,1.0,9
48092,1.0,6
48093,0.0,3
48094,0.0,2
48095,1.0,8
48096,1.0,9
48097,1.0,8
48098,0.0,5
48099,1.0,8
48100,1.0,6
48101,1.0,15
48102,0.0,6
48103,0.0,11
48104,0.0,7
48105,1.0,10
48106,0.0,2
48107,0.0,4
48108,0.0,5
48109,0.0,8
48110,1.0,10
48111,1.0,8
48112,0.0,5
48113,1.0,10
48114,0.0,7
48115,0.0,12
48116,0.0,7
48117,1.0,6
48118,0.0,5
48119,1.0,11
48120,1.0,6
48121,1.0,6
48122,1.0,6
48123,1.0,8
48124,1.0,9
48125,1.0,7
48126,0.0,12
48127,1.0,8
48128,0.0,7
48129,0.0,2
48130,0.0,7
48131,1.0,9
48132,0.0,9
48133,0.0,2
48134,0.0,17
48135,1.0,9
48136,1.0,13
48137,0.0,3
48138,1.0,8
48139,0.0,7
48140,0.0,7
48141,1.0,7
48142,1.0,13
48143,0.0,2
48144,0.0,6
48145,1.0,8
48146,0.0,4
48147,0.0,10
48148,0.0,5
48149,0.0,3
48150,1.0,8
48151,0.0,7
48152,0.0,9
48153,0.0,3
48154,0.0,13
48155,0.0,6
48156,1.0,6
48157,1.0,6
48158,0.0,10
48159,0.0,3
48160,0.0,2
48161,1.0,14
48162,0.0,6
48163,1.0,6
48164,0.0,7
48165,1.0,6
48166,0.0,6
48167,1.0,6
48168,0.0,3
48169,0.0,7
48170,0.0,2
48171,1.0,13
48172,1.0,12
48173,1.0,9
48174,0.0,2
48175,0.0,5
48176,0.0,7
48177,0.0,6
48178,0.0,10
48179,1.0,7
48180,0.0,8
48181,1.0,6
48182,0.0,6
48183,0.0,11
48184,1.0,6
48185,0.0,3
48186,1.0,11
48187,0.0,3
48188,0.0,6
48189,0.0,6
